Month,Building_Type,Building_Age,Building_Area_(sqm),Building_Height_(m),Number_of_Floors,Fire_Occurrence,Type_of_Fire,Fire_Scale,Damage_Scale,Time_to_Extinguish_(min),Response_Time_(min),Number_of_People_Rescued,Number_of_Fire_Extinguishers,Sprinkler_System_Present,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Fire_Safety_Training_Conducted,Nearest_Fire_Station_Location,Width_of_Nearby_Roads_(m),Distance_to_Nearby_Buildings_(m),Types_of_Nearby_Buildings,Electrical_Equipment_Inspection_Conducted,Gas_Equipment_Inspection_Conducted,Recent_Repair_Replacement_History,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm)
2,Residential,39,666,14,4,Yes,Negligence,Medium,Large,8,1,12,7,Yes,2,6,No,East,2,28,Residential,No,Yes,Within 1 year,16.873777992598438,47.184661410625694,1.043324459845257,58.0154359364565
6,Commercial,4,506,23,7,No,Negligence,Medium,Large,27,23,26,8,No,5,0,Yes,North,6,37,Public,No,No,Within 1 year,24.443814464404333,81.74110593533854,0.6,35.51531007366329
3,Commercial,54,315,33,10,Yes,Negligence,Small,Small,26,31,28,6,Yes,12,13,No,West,20,99,Public,No,No,None,20.540943080975016,94.80601206882214,0.7461868498014155,18.165624917651225
8,Commercial,4,716,6,2,No,Chemical,Medium,Medium,21,14,44,10,No,1,0,Yes,East,2,63,Residential,No,No,Over 3 years,23.50582876762562,54.7683619486895,2.9417101126458505,2.3
11,Residential,99,805,21,6,No,Negligence,Large,Large,17,17,0,8,No,2,5,No,North,10,39,Residential,No,No,Over 3 years,15.1,72.98511888368645,2.270126228967439,32.621515995910784
8,Commercial,25,646,36,10,Yes,Chemical,Small,Small,23,18,31,5,Yes,8,9,No,North,16,82,Public,No,No,Within 1 year,29.271663929689424,89.11828308518432,0.6,2.3
7,Residential,54,864,5,1,Yes,Negligence,Large,Small,17,3,34,5,Yes,1,0,No,South,8,9,Residential,No,No,None,15.1,40.4,4.9,78.91973479105216
6,Commercial,4,413,35,10,No,Chemical,Medium,Medium,37,1,29,9,No,3,0,Yes,East,4,53,Industrial,No,No,Over 3 years,24.807736860204237,40.4,2.269254430836134,2.3
1,Commercial,67,443,34,10,Yes,Chemical,Medium,Large,45,27,29,4,Yes,8,2,No,East,17,89,Industrial,No,No,Within 1 year,20.987955216498623,75.77660822594387,2.3652667719041034,17.951788990165408
1,Industrial,87,798,33,10,No,Chemical,Medium,Large,52,57,42,5,Yes,11,17,No,East,20,58,Public,No,No,None,24.26358736248939,99.4,1.180493324074493,46.93217716838292
9,Residential,74,933,21,6,Yes,Negligence,Small,Small,39,32,8,5,Yes,6,14,No,North,18,8,Public,No,No,None,22.36534991751639,87.8045916556066,2.503660644088152,58.10404394948095
9,Residential,89,509,24,7,No,Chemical,Small,Small,49,24,39,5,No,3,1,No,North,2,79,Public,No,No,Over 3 years,23.487781612568405,85.83803166838956,1.0735228632080822,41.80669405897865
2,Residential,17,92,31,9,No,Chemical,Small,Large,47,33,18,7,No,8,8,No,East,20,99,Industrial,No,No,Within 1 year,28.86546524490021,64.57810260369251,0.7804953578328895,64.96125450339943
9,Residential,44,921,5,1,Yes,Negligence,Medium,Small,8,31,35,8,Yes,2,2,No,East,12,65,Public,No,No,None,16.475221964264268,79.82894931167723,3.0928176111690058,46.546230606926045
2,Residential,48,632,26,7,Yes,Negligence,Small,Large,20,1,25,4,Yes,5,3,No,North,19,99,Industrial,No,Yes,Within 1 year,22.15955731913614,58.92962848217115,2.9309808601836465,4.129865344243108
3,Residential,75,686,18,5,No,Negligence,Medium,Small,30,16,27,10,Yes,11,9,No,West,20,78,Residential,No,Yes,None,15.1,77.16354000237934,1.3864838063050091,46.22889089096178
9,Industrial,47,162,19,6,No,Negligence,Large,Medium,46,15,50,5,Yes,6,4,No,East,7,18,Residential,Yes,Yes,Within 1 year,24.079928092072212,85.76218259770522,2.8057969524454696,72.22827166700449
7,Residential,79,662,14,4,No,Negligence,Medium,Small,34,17,24,6,Yes,7,10,No,East,20,71,Residential,No,No,Over 3 years,15.1,51.62608261401665,3.016578528787846,18.46369085983202
7,Residential,39,433,33,9,Yes,Chemical,Small,Large,33,10,45,3,Yes,8,7,No,East,15,97,Commercial,Yes,Yes,1-3 years,21.10411845111512,58.42854864918715,3.086421639523387,13.187244879015989
10,Residential,55,337,5,1,No,Chemical,Medium,Small,54,41,39,3,No,1,2,No,West,7,70,Public,No,No,1-3 years,25.897122960570467,64.81202788699396,3.1479648627807952,2.3
8,Commercial,82,681,14,4,No,Chemical,Small,Medium,51,57,19,7,No,6,12,No,South,12,27,Residential,No,No,None,22.951550709292736,67.89053645142748,3.044950691270525,16.131095469115763
12,Residential,87,997,42,12,No,Chemical,Large,Medium,57,21,18,5,No,9,12,No,North,20,59,Public,No,Yes,None,18.158242073863555,94.41817436610384,1.2018389544406531,4.384121991738628
8,Residential,57,642,41,12,No,Negligence,Medium,Large,35,30,21,6,Yes,14,9,No,North,8,47,Industrial,No,Yes,Over 3 years,18.19215122927952,96.14975273766404,4.03954678822741,2.3
7,Residential,32,153,31,9,No,Chemical,Large,Large,35,35,47,5,No,10,15,No,South,6,43,Public,No,Yes,Over 3 years,29.502474122533293,94.46254333678374,1.6650080573754185,27.36243418913691
4,Commercial,62,353,5,2,Yes,Negligence,Large,Small,16,1,27,8,Yes,6,2,No,West,11,44,Residential,No,No,Over 3 years,23.33635604445312,78.33147796759164,3.3081028801770254,72.92999392440687
1,Commercial,50,389,5,1,Yes,Chemical,Small,Small,50,24,11,3,Yes,1,0,No,North,13,83,Commercial,No,No,Within 1 year,19.739110056824583,59.735460091144695,3.960453047532148,47.76053984084265
3,Commercial,78,286,26,7,No,Negligence,Small,Medium,54,27,40,6,No,3,5,No,South,14,99,Industrial,No,No,None,22.259227148843664,53.86317278545928,2.3873495141345598,2.3
7,Industrial,26,349,37,11,No,Chemical,Medium,Medium,28,56,32,10,No,11,2,Yes,East,9,81,Public,No,No,None,23.95739325736016,68.10527600619855,2.5825212864027605,56.89307902383264
12,Commercial,86,292,15,4,No,Negligence,Medium,Large,37,4,50,7,No,2,3,No,North,10,65,Public,No,No,Within 1 year,25.997280820292897,50.45998855755424,1.7572596920548191,38.92922820276254
8,Industrial,23,97,43,12,Yes,Chemical,Small,Large,25,12,42,7,Yes,12,8,No,East,17,9,Residential,No,Yes,Over 3 years,23.380152780364984,65.84967483317871,1.0994468160480837,90.53739026319047
3,Commercial,86,997,25,8,Yes,Negligence,Large,Small,34,32,23,5,Yes,9,14,No,East,14,59,Public,No,Yes,Over 3 years,25.269091905701814,73.56687892229118,4.078754103568379,78.41313099113377
1,Industrial,10,516,25,7,Yes,Chemical,Medium,Large,31,38,23,3,No,3,1,No,East,16,99,Public,No,No,Over 3 years,25.626578272239485,58.18147778390848,1.431353899682303,60.72712302485402
3,Residential,25,573,29,9,Yes,Chemical,Large,Large,39,7,3,4,Yes,7,4,No,South,7,50,Commercial,Yes,Yes,Over 3 years,24.713638853343262,70.5294156628787,2.258421939840264,34.0257192334725
3,Residential,74,490,37,11,No,Negligence,Small,Small,45,52,34,9,Yes,12,11,No,East,13,55,Public,No,No,Within 1 year,22.45433370780631,82.50172951308579,4.335243917219997,55.0554314654744
7,Residential,28,393,21,6,No,Chemical,Small,Small,45,43,14,6,No,5,2,No,North,5,13,Public,No,No,None,24.65442536349873,79.01629411602875,1.9690397128775772,23.385936594359837
7,Industrial,4,455,35,10,No,Negligence,Medium,Large,22,32,18,3,Yes,5,0,No,East,2,51,Commercial,No,No,Within 1 year,18.67674440212533,75.13945207500929,3.167880946936414,2.3
4,Commercial,60,670,18,6,No,Negligence,Small,Large,47,24,43,8,No,3,1,No,East,2,50,Public,Yes,No,Over 3 years,22.55361999999092,85.42978817143485,1.118570126996075,56.81322995453316
12,Commercial,56,676,13,4,Yes,Negligence,Large,Small,10,4,24,6,Yes,7,8,No,East,12,8,Residential,Yes,No,Within 1 year,20.58136720172194,61.8812251701786,3.091417015144722,69.69406156491945
9,Commercial,16,850,45,13,No,Negligence,Small,Small,38,3,30,4,No,11,9,Yes,East,8,93,Residential,Yes,Yes,Within 1 year,21.184632321177364,92.04182322154372,0.6,72.10112577236927
8,Commercial,67,622,31,9,No,Electrical,Large,Small,30,15,36,10,Yes,9,11,No,North,8,90,Commercial,No,No,1-3 years,29.7,76.0995901767368,3.1028503919800845,25.55285505243308
6,Residential,22,689,24,7,Yes,Chemical,Medium,Large,46,35,6,5,No,5,5,No,South,4,66,Industrial,No,No,Over 3 years,24.771721802300902,50.61398824319727,2.5049188611164137,56.64789454211564
4,Commercial,56,635,14,4,No,Electrical,Medium,Small,26,26,41,5,No,1,4,No,West,8,27,Public,No,No,Within 1 year,17.50430713738385,62.03916396255621,3.557315683680854,2.3
3,Industrial,50,531,40,12,Yes,Negligence,Medium,Medium,44,22,16,7,No,9,7,No,South,14,62,Public,No,Yes,None,24.419957853421863,63.567201628987455,1.9172676259025716,28.63630345839379
7,Residential,22,143,5,1,No,Chemical,Small,Small,16,9,26,6,No,4,3,No,West,7,3,Residential,Yes,No,Within 1 year,15.1,93.38758766995888,2.32247577351265,94.1
5,Industrial,27,402,5,1,No,Negligence,Small,Large,31,30,34,5,No,1,6,No,South,2,41,Residential,No,No,Within 1 year,29.566514837912848,78.17096404010918,2.202154727137116,35.16573101254847
10,Residential,4,380,8,2,Yes,Electrical,Large,Large,12,44,15,6,No,2,8,No,South,10,66,Commercial,No,No,Within 1 year,24.48811635494121,76.23495532351586,3.530962093961092,2.3
3,Industrial,4,628,17,5,No,Electrical,Medium,Large,46,10,44,7,No,3,0,No,East,18,99,Commercial,No,No,1-3 years,18.76235707827877,59.76692140960257,2.3192548506340005,2.3
3,Industrial,64,282,11,3,Yes,Negligence,Small,Large,34,21,22,7,Yes,6,3,No,North,11,37,Residential,No,No,Within 1 year,17.29987097206805,89.00052998301543,2.925645610972813,84.9296214513
8,Residential,58,546,39,11,No,Negligence,Large,Small,30,14,38,8,Yes,13,6,No,West,11,6,Public,No,No,Within 1 year,19.18290713559409,81.88317202345705,2.0283996223992578,37.590451925447965
5,Industrial,70,266,8,2,No,Negligence,Medium,Large,21,27,29,8,Yes,5,7,Yes,West,14,8,Residential,No,No,Over 3 years,23.04284590623453,87.21483408492666,0.7486293979173533,63.656624125908834
9,Commercial,40,533,30,9,No,Electrical,Medium,Small,36,53,40,6,Yes,7,4,No,East,2,21,Residential,No,No,Within 1 year,29.47141059831112,80.10679152696531,1.3779903335216628,40.96842857176981
5,Industrial,72,505,8,2,Yes,Negligence,Medium,Medium,39,45,43,6,Yes,4,3,No,North,15,35,Public,No,No,Within 1 year,19.45073158608549,80.71495298693137,4.9,22.519714613819275
8,Commercial,50,617,35,10,No,Negligence,Small,Medium,46,17,39,6,No,5,6,Yes,West,2,33,Residential,Yes,No,None,20.14676213665056,79.59751743678193,0.6,15.237957639073436
3,Commercial,99,954,7,2,Yes,Chemical,Medium,Small,59,48,25,6,Yes,7,6,No,North,20,18,Public,No,No,Over 3 years,22.707999509871893,94.31949651352916,3.19651794521902,58.92378852526223
4,Commercial,46,342,26,7,No,Negligence,Large,Small,36,27,39,4,Yes,8,12,No,East,17,82,Commercial,Yes,Yes,1-3 years,25.352638067460283,82.97524953266871,3.481602309713293,24.75005029775792
12,Residential,86,918,16,5,Yes,Negligence,Large,Large,20,20,31,7,No,5,16,No,East,10,92,Public,No,No,None,23.983804084566906,67.25864853860354,2.463037435665918,32.1079232577011
4,Residential,79,548,8,2,Yes,Negligence,Small,Small,19,2,21,6,Yes,2,9,No,West,14,22,Public,No,No,Over 3 years,23.08387343652385,58.70798828688592,4.062214226972307,64.46947020268256
7,Residential,35,554,40,11,No,Negligence,Medium,Large,50,28,20,7,No,11,9,No,South,7,64,Industrial,No,Yes,None,26.533885395926166,81.76864093965166,2.136251863310997,2.3
7,Residential,60,474,27,7,No,Electrical,Small,Small,25,16,30,9,No,7,11,No,East,12,54,Industrial,Yes,No,Over 3 years,20.1382340475071,42.67409738743791,3.6794900733734615,43.58626252411115
2,Industrial,10,92,30,8,No,Chemical,Small,Large,33,20,32,5,Yes,8,0,No,West,8,51,Industrial,No,No,1-3 years,23.90458988424652,83.24805262899442,4.687874883406747,19.763614212631342
11,Residential,57,470,20,6,No,Chemical,Small,Large,53,35,43,4,No,8,6,No,West,18,22,Public,Yes,No,None,15.1,69.75926819818625,3.639456321920656,40.11088060655332
7,Residential,4,884,26,7,Yes,Negligence,Small,Small,32,47,0,7,No,5,2,No,South,11,32,Public,No,No,Over 3 years,15.1,57.18043027922738,3.0041461402005813,30.974575150777905
4,Residential,56,749,43,12,No,Negligence,Medium,Medium,41,3,27,7,No,9,6,No,North,18,98,Industrial,Yes,Yes,1-3 years,20.65113173828224,74.11351736471289,0.6,13.313925762357831
8,Industrial,49,582,21,6,Yes,Chemical,Large,Large,35,1,30,2,No,1,1,No,West,13,49,Industrial,No,No,Within 1 year,20.625333503405244,75.4207440585404,2.2001413801475147,12.675582297014325
4,Residential,45,597,11,3,No,Negligence,Small,Large,43,14,20,9,No,5,5,No,South,14,3,Public,No,Yes,None,15.1,51.145202647834736,2.396654131610464,43.00100209982816
5,Commercial,14,516,14,4,Yes,Negligence,Small,Large,23,11,12,5,No,2,2,No,East,3,61,Residential,Yes,No,1-3 years,16.06476126314905,62.30721458217764,3.39517231419594,44.41175204673778
9,Commercial,68,293,46,13,Yes,Negligence,Medium,Large,54,2,42,4,No,12,7,No,West,16,99,Industrial,No,Yes,None,19.53511235700344,86.76112015930285,3.4947752288443303,7.967907379233793
8,Commercial,78,412,18,5,Yes,Chemical,Small,Small,53,57,32,5,No,4,2,No,West,20,76,Public,No,No,None,22.934839915456877,89.75181411443751,3.3268054515569583,49.754002072353245
12,Residential,33,734,27,8,Yes,Chemical,Large,Medium,35,44,18,5,No,5,0,No,East,9,84,Residential,No,No,None,23.95654462318685,74.51188849531445,4.9,12.623695164257963
2,Commercial,48,445,6,2,No,Negligence,Medium,Small,51,31,30,4,No,2,7,No,North,7,63,Residential,Yes,No,Over 3 years,16.983362670087658,88.89596927485401,0.9637212936185025,51.609515770206926
5,Industrial,37,997,49,14,Yes,Chemical,Small,Medium,33,11,9,4,Yes,10,9,No,East,14,35,Residential,No,No,Over 3 years,20.39367298192217,73.20417543470346,2.415577350437565,47.15744827878106
4,Residential,73,542,19,6,No,Electrical,Small,Small,59,57,32,7,No,10,13,No,North,20,81,Public,No,No,Over 3 years,25.164168350317944,80.67377740044226,3.1748145221693798,45.72622055388366
3,Industrial,64,323,24,7,Yes,Negligence,Medium,Large,56,39,49,4,No,7,1,No,East,11,90,Residential,No,Yes,Over 3 years,19.781158026683837,93.8457545453181,3.962226600770353,2.3
5,Commercial,40,320,5,1,No,Chemical,Medium,Large,49,35,34,3,No,1,7,No,South,15,40,Public,No,Yes,None,23.64245281742105,84.91727446797428,1.9370520879019044,11.783576800184695
6,Commercial,32,634,26,7,Yes,Electrical,Small,Large,17,1,35,8,Yes,4,0,No,East,13,71,Public,No,No,1-3 years,16.915062229279343,72.46924763364164,2.22875276977032,68.85618823766893
10,Residential,10,877,20,6,No,Chemical,Small,Small,33,26,19,4,No,5,3,No,West,16,55,Residential,No,No,Within 1 year,22.41117081381832,87.99332459532275,2.631681655427764,14.001304466308454
10,Residential,80,705,44,13,No,Chemical,Medium,Large,12,25,7,5,Yes,11,17,No,East,10,47,Residential,No,No,Over 3 years,23.010255451217382,55.30917999048653,1.7261840711331755,57.005009766461
7,Residential,32,351,8,2,No,Chemical,Small,Medium,24,42,2,9,No,1,0,No,East,12,3,Industrial,No,No,None,22.815406288804795,58.83081862815687,2.985150851792978,2.3
10,Residential,53,462,26,8,No,Chemical,Large,Large,43,40,17,6,No,9,4,Yes,North,7,16,Public,No,Yes,None,21.459348624273325,95.30096722175232,2.3257603155803195,56.59382208351392
4,Commercial,30,398,34,10,No,Chemical,Medium,Medium,14,17,45,1,No,4,0,No,North,13,54,Residential,No,No,Within 1 year,20.62695444309999,41.40578243404045,2.203211759004427,41.46552078252651
6,Commercial,61,178,34,9,No,Chemical,Small,Medium,36,1,32,5,No,4,11,No,South,13,88,Commercial,No,No,None,22.31919665614406,46.903352126254944,1.0915948222997829,35.39996515657482
9,Residential,25,380,15,4,No,Chemical,Medium,Medium,23,24,7,5,No,4,7,No,East,3,53,Industrial,No,No,None,19.983366508630397,98.21970172715092,3.231707773767476,12.311417099181554
5,Commercial,26,384,28,8,Yes,Negligence,Medium,Small,54,22,16,2,Yes,9,14,No,South,12,52,Industrial,No,Yes,Over 3 years,28.196886150471247,81.03198260921464,3.441492123371588,79.44342109071194
9,Commercial,25,213,26,7,No,Negligence,Medium,Medium,47,1,50,7,No,1,0,No,North,5,52,Residential,No,No,1-3 years,17.84519294637729,48.46260013466855,1.906767022936373,2.3
5,Residential,86,667,39,12,No,Negligence,Medium,Large,40,38,10,10,No,12,16,No,East,3,38,Residential,Yes,No,Within 1 year,16.618789468775944,56.90383435475615,2.964374934957372,19.55748325129266
3,Residential,99,997,12,4,Yes,Negligence,Small,Large,35,54,8,10,Yes,10,8,No,South,15,75,Industrial,Yes,Yes,Over 3 years,16.78181093286011,84.66583502349675,4.627923372569963,36.91555416142042
6,Commercial,70,489,34,10,No,Negligence,Small,Small,36,19,42,1,Yes,10,12,No,North,19,64,Public,No,No,1-3 years,15.223934394448674,64.65969605041875,0.6,39.712150841257305
4,Industrial,84,702,33,10,Yes,Negligence,Medium,Large,18,2,20,8,Yes,6,16,No,North,3,64,Residential,Yes,Yes,Over 3 years,29.7,72.68302633768273,1.864025595638143,29.20717819868979
3,Commercial,46,267,27,8,No,Chemical,Large,Large,37,32,31,9,Yes,9,11,No,South,6,3,Public,No,No,Over 3 years,21.61631127625768,54.81654900680096,3.120485017623808,73.46252259282221
1,Commercial,92,550,24,7,Yes,Chemical,Medium,Small,46,43,25,8,Yes,12,5,No,East,6,99,Residential,No,Yes,Over 3 years,18.158978717886924,92.70756304011108,3.162501366619217,32.380029015217765
1,Commercial,57,202,32,9,No,Electrical,Medium,Small,26,1,21,5,No,4,13,No,North,10,76,Industrial,No,No,None,29.7,63.65572635442513,0.6,27.4058855354366
11,Residential,54,827,22,7,No,Electrical,Large,Small,41,8,48,1,Yes,6,2,No,West,10,78,Industrial,Yes,Yes,Over 3 years,19.513372449520865,99.4,2.860371227888889,26.072337196648384
10,Residential,26,997,18,6,Yes,Negligence,Small,Large,31,18,19,2,No,6,4,No,East,19,87,Public,Yes,Yes,Within 1 year,15.1,79.81402417390946,2.842642126397501,18.41860762933936
2,Industrial,38,92,45,13,No,Chemical,Small,Medium,48,48,49,3,No,9,2,No,East,15,99,Residential,No,No,Within 1 year,24.50815143903685,88.43441422844202,1.372279638403298,2.3
12,Commercial,39,804,49,14,No,Chemical,Small,Medium,11,6,28,9,Yes,15,12,Yes,South,8,37,Residential,Yes,Yes,Within 1 year,23.48916419121748,57.997482949224604,1.9527826106016315,44.34769678702892
11,Residential,49,355,17,5,No,Chemical,Medium,Medium,11,8,43,9,No,5,11,No,East,7,99,Public,No,No,None,23.89876027013455,65.55638887781994,1.5201743847945774,5.011835891933913
2,Residential,57,509,6,2,No,Chemical,Medium,Small,59,30,5,6,No,5,4,No,North,11,40,Public,No,Yes,None,21.22789566238197,67.27917948535814,1.2330589727928456,48.45058656117824
6,Residential,57,551,20,5,No,Chemical,Small,Medium,47,32,21,6,No,5,3,No,North,6,46,Industrial,No,No,Over 3 years,22.66789806525281,89.66370302752895,3.4588789492371625,2.3
1,Residential,54,447,34,10,No,Negligence,Medium,Large,20,29,7,3,Yes,8,8,No,South,14,77,Commercial,No,No,1-3 years,19.464580998253577,60.04806757897892,3.7142932281845504,5.6032285397315285
6,Residential,84,888,36,10,No,Chemical,Small,Medium,40,9,16,10,Yes,9,12,No,South,2,9,Residential,No,Yes,None,25.879531094616528,40.4,2.068163663502614,43.43380343929852
1,Residential,99,577,19,5,Yes,Electrical,Small,Large,49,26,23,9,Yes,6,7,No,North,20,68,Residential,Yes,Yes,None,19.52244998489501,83.1712603629556,3.813096013180719,46.04663024787182
1,Commercial,99,98,19,5,Yes,Negligence,Medium,Small,47,24,33,8,Yes,10,14,No,South,5,20,Residential,No,Yes,Within 1 year,21.70547091656401,54.585317542797135,4.2484371585695175,74.09427048681451
12,Residential,17,673,11,3,No,Negligence,Medium,Small,42,24,48,4,No,2,9,No,East,2,99,Public,No,No,Over 3 years,28.108327037599565,67.52262897925065,1.4362769822859216,7.445884205095862
4,Commercial,42,278,44,13,No,Negligence,Small,Large,19,23,34,5,Yes,11,9,No,East,7,91,Residential,No,No,1-3 years,24.576309408313413,76.75030129540686,0.6,2.3
2,Residential,47,599,5,1,No,Negligence,Small,Small,25,1,30,7,No,1,8,No,North,4,21,Residential,Yes,Yes,Over 3 years,23.91095578962078,59.95073227850053,1.520420068939398,52.92583566519943
7,Residential,99,904,37,10,No,Negligence,Small,Large,59,35,22,10,No,10,1,No,West,18,83,Residential,No,No,Within 1 year,20.99408022276022,50.54987114715304,4.067974289540421,6.4159050621279725
6,Residential,73,754,31,8,No,Electrical,Small,Large,52,1,39,7,Yes,8,8,No,South,14,86,Commercial,Yes,Yes,Over 3 years,15.1,43.743455795357406,2.623573962147158,32.267917323163495
6,Industrial,78,266,31,9,No,Negligence,Large,Small,34,37,20,9,Yes,9,16,No,West,8,46,Residential,No,No,Within 1 year,26.089708107538826,90.18844650750978,2.497507081236024,48.06702878002798
5,Commercial,85,429,35,10,Yes,Chemical,Medium,Medium,33,55,32,3,No,9,7,No,West,20,82,Public,No,No,Over 3 years,28.498172228123465,77.14931940492308,2.5201010315765378,31.60526316600837
8,Industrial,87,637,45,13,No,Negligence,Medium,Medium,54,1,28,6,Yes,9,12,No,North,9,65,Industrial,Yes,Yes,Over 3 years,24.5079224243594,73.58804650788385,2.442569908554797,28.22900898208676
5,Residential,91,696,15,4,No,Chemical,Medium,Medium,29,28,17,3,No,3,9,No,South,20,99,Residential,No,No,Over 3 years,21.440429975742315,40.4,2.858945332977574,2.3
7,Residential,39,594,37,11,No,Negligence,Small,Large,31,36,37,3,No,10,11,No,South,18,97,Residential,Yes,No,Over 3 years,25.27319688017456,50.05190665651958,2.337938540654633,31.58827677811333
2,Industrial,4,212,38,11,Yes,Chemical,Small,Medium,47,43,27,1,Yes,11,10,Yes,South,14,93,Industrial,No,Yes,None,21.73711162049562,77.99088901616997,4.782288429681882,61.26131066555112
2,Commercial,71,258,29,9,No,Chemical,Small,Large,42,44,19,7,No,9,5,No,West,9,66,Public,No,No,Over 3 years,23.49953818599543,66.81021799667614,2.81104659634327,21.87600106035264
5,Industrial,58,92,35,10,Yes,Negligence,Small,Large,34,28,23,5,Yes,16,18,No,West,19,30,Industrial,Yes,Yes,Over 3 years,22.90772809528532,99.4,2.2052573737447423,94.1
4,Commercial,99,807,15,4,Yes,Negligence,Small,Large,56,26,17,7,No,3,5,No,North,5,44,Public,Yes,Yes,None,22.64629244833773,58.12074936772935,4.9,52.54884828828377
4,Industrial,74,997,8,3,Yes,Chemical,Large,Large,40,21,17,8,Yes,2,5,No,South,11,73,Public,No,No,None,21.605814814860885,73.91613304527935,2.552548105774538,78.58174126962811
9,Residential,38,793,20,5,Yes,Negligence,Small,Large,34,57,14,8,Yes,2,1,No,North,19,3,Commercial,No,No,Within 1 year,18.491257376503576,55.91468912012621,3.3376174381832784,21.287966631151363
